ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX100842,CUST005640,2025-09-15,Return Request,Social Media,27.3,4.0,"I want to return this item, it doesn't fit as expected."
TIX100843,CUST005290,2026-02-18,Delivery Delay,Social Media,5.1,3.0,"I can't log into my account, it says my password is invalid."
TIX100844,CUST005252,2025-02-13,Return Request,Social Media,25.9,5.0,"I can't log into my account, it says my password is invalid."
TIX100845,CUST000282,2025-06-12,Refund Status,Live Chat,0.4,,"The item I received was damaged during shipping, need a replacement."
TIX100846,CUST001900,2025-11-15,Damaged Item,Email,18.6,,Can you tell me the warranty period on this product?
TIX100847,CUST001415,2024-10-08,Account Access,Email,2.3,4.0,Can you tell me the warranty period on this product?
TIX100848,CUST004547,2025-07-15,Wrong Item Shipped,Email,9.9,3.0,"I want to return this item, it doesn't fit as expected."
TIX100849,CUST003964,2025-02-25,Wrong Item Shipped,Phone,6.7,5.0,"I can't log into my account, it says my password is invalid."
TIX100850,CUST003462,2026-05-21,Product Question,Email,27.3,4.0,Can you tell me the warranty period on this product?
TIX100851,CUST003411,2025-03-07,Account Access,Social Media,28.4,,  the delivery guy left my package outside in the rain!!  
TIX100852,CUST004068,2025-09-19,Billing Issue,Email,34.4,3.0,"I was charged twice for order ORD118530, please refund the duplicate charge."
TIX100853,CUST001196,2024-10-20,Damaged Item,Email,0.3,5.0,My order ORD102387 still hasn't arrived and it's been over a week.
TIX100854,CUST005117,2026-06-01,Billing Issue,Phone,682.0,5.0,"I can't log into my account, it says my password is invalid."
TIX100855,CUST001275,2025-07-28,Damaged Item,Phone,5.0,3.0,"I was charged twice for order ORD103855, please refund the duplicate charge."
TIX100856,CUST003911,2024-12-09,Refund Status,Social Media,32.4,5.0,My order ORD103982 still hasn't arrived and it's been over a week.
TIX100857,CUST005901,2026-05-11,Wrong Item Shipped,Social Media,32.6,5.0,My order ORD116902 still hasn't arrived and it's been over a week.
TIX100858,CUST000064,2026-01-26,Refund Status,Email,4.5,4.0,"I was charged twice for order ORD113953, please refund the duplicate charge."
TIX100859,CUST002125,2025-06-16,Account Access,Email,5.1,3.0,"I was charged twice for order ORD126795, please refund the duplicate charge."
TIX100860,CUST001900,2025-12-19,Return Request,Social Media,3.2,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100861,CUST005702,2026-01-23,Account Access,Live Chat,3.5,4.0,When will my refund for the returned item be processed?
TIX100862,CUST003467,2026-05-24,Delivery Delay,Live Chat,55.8,3.0,"I was charged twice for order ORD111956, please refund the duplicate charge."
TIX100863,CUST000290,2025-01-22,Wrong Item Shipped,Phone,8.7,5.0,"I can't log into my account, it says my password is invalid."
TIX100864,CUST004283,2026-04-13,Refund Status,Email,0.7,,"I can't log into my account, it says my password is invalid."
TIX100865,CUST004516,2025-02-18,Account Access,Phone,7.2,5.0,My order ORD114043 still hasn't arrived and it's been over a week.
TIX100866,CUST001947,2025-02-25,Account Access,Phone,0.9,4.0,"Great service, just wanted to confirm my order status."
TIX100867,CUST000025,2025-05-11,Billing Issue,Live Chat,71.8,4.0,Can you tell me the warranty period on this product?
TIX100868,CUST002596,2025-07-14,Damaged Item,Social Media,19.7,,"The item I received was damaged during shipping, need a replacement."
TIX100869,CUST001829,2025-06-09,Billing Issue,Social Media,12.9,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX100870,CUST001165,2025-08-31,Account Access,Social Media,2.1,5.0,  the delivery guy left my package outside in the rain!!  
TIX100871,CUST000985,2026-01-16,Damaged Item,Live Chat,5.6,3.0,"The item I received was damaged during shipping, need a replacement."
TIX100872,CUST001810,2026-03-09,Account Access,Phone,26.5,,"Great service, just wanted to confirm my order status."
TIX100873,CUST005274,2026-04-28,Damaged Item,Social Media,41.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100874,CUST001478,2025-10-23,Account Access,Live Chat,30.9,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100875,CUST002280,2024-10-26,Product Question,Phone,19.9,1.0,Can you tell me the warranty period on this product?
TIX100876,CUST003433,2024-11-21,Delivery Delay,Email,14.1,5.0,"I can't log into my account, it says my password is invalid."
TIX100877,CUST002694,2026-02-25,Product Question,Live Chat,11.2,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX100878,CUST000175,2025-11-12,Refund Status,Email,3.1,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100879,CUST002669,2025-11-06,Damaged Item,Phone,2.3,5.0,My order ORD108577 still hasn't arrived and it's been over a week.
TIX100880,CUST000466,2025-07-04,Delivery Delay,Phone,29.7,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100881,CUST004091,2025-05-06,Return Request,Live Chat,28.1,,When will my refund for the returned item be processed?
TIX100882,CUST000478,2025-11-14,Delivery Delay,Social Media,0.3,5.0,My order ORD108180 still hasn't arrived and it's been over a week.
TIX100883,CUST001401,2025-03-09,Return Request,Phone,13.2,3.0,My order ORD120309 still hasn't arrived and it's been over a week.
TIX100884,CUST003845,2025-11-14,Damaged Item,Email,3.0,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100885,CUST005784,2025-03-21,Damaged Item,Social Media,26.2,5.0,When will my refund for the returned item be processed?
TIX100886,CUST004778,2026-05-26,Return Request,Social Media,3.7,5.0,"Great service, just wanted to confirm my order status."
TIX100887,CUST002699,2024-10-07,Delivery Delay,Social Media,12.9,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100888,CUST004779,2025-01-03,Account Access,Phone,20.1,5.0,"I can't log into my account, it says my password is invalid."
TIX100889,CUST003370,2024-11-26,Damaged Item,Social Media,8.9,4.0,"Great service, just wanted to confirm my order status."
TIX100890,CUST001249,2025-03-09,Return Request,Email,20.0,5.0,  the delivery guy left my package outside in the rain!!  
TIX100891,CUST003557,2025-11-29,Refund Status,Phone,44.2,3.0,"The item I received was damaged during shipping, need a replacement."
TIX100892,CUST006025,2025-12-29,Wrong Item Shipped,Live Chat,22.9,,"Wrong item was shipped to me, I ordered a different color."
TIX100893,CUST004466,2025-07-30,Return Request,Social Media,7.0,5.0,"I was charged twice for order ORD107778, please refund the duplicate charge."
TIX100894,CUST005665,2025-11-08,Return Request,Live Chat,7.8,,"I want to return this item, it doesn't fit as expected."
TIX100895,CUST000722,2025-06-12,Product Question,Social Media,7.3,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX100896,CUST005534,2026-05-26,Wrong Item Shipped,Social Media,11.8,5.0,"I was charged twice for order ORD117493, please refund the duplicate charge."
TIX100897,CUST004694,2026-04-21,Billing Issue,Email,1.7,5.0,"Great service, just wanted to confirm my order status."
TIX100898,CUST002051,2026-06-13,Damaged Item,Social Media,0.4,1.0,Can you tell me the warranty period on this product?
TIX100899,CUST004629,2026-03-14,Product Question,Live Chat,6.7,2.0,"I was charged twice for order ORD114756, please refund the duplicate charge."
TIX100900,CUST004829,2025-05-12,Account Access,Email,30.6,4.0,My order ORD109808 still hasn't arrived and it's been over a week.
TIX100901,CUST005723,2025-07-18,Damaged Item,Phone,36.5,,"Wrong item was shipped to me, I ordered a different color."
TIX100902,CUST004910,2026-03-16,Product Question,Live Chat,24.8,4.0,"I can't log into my account, it says my password is invalid."
TIX100903,CUST002979,2025-01-23,Refund Status,Email,3.7,4.0,"I can't log into my account, it says my password is invalid."
TIX100904,CUST004198,2024-12-02,Billing Issue,Social Media,12.3,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX100905,CUST004136,2025-06-09,Refund Status,Live Chat,12.7,,"I can't log into my account, it says my password is invalid."
TIX100906,CUST002585,2026-04-29,Delivery Delay,Social Media,3.8,4.0,"I was charged twice for order ORD110765, please refund the duplicate charge."
TIX100907,CUST005842,2025-03-24,Product Question,Live Chat,8.2,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100908,CUST003060,2026-03-02,Delivery Delay,Email,6.3,5.0,"I can't log into my account, it says my password is invalid."
TIX100909,CUST000356,2025-03-27,Wrong Item Shipped,Social Media,5.3,4.0,"I can't log into my account, it says my password is invalid."
TIX100910,CUST005744,2024-10-15,Wrong Item Shipped,Social Media,9.4,5.0,  the delivery guy left my package outside in the rain!!  
TIX100911,CUST003202,2024-12-30,Wrong Item Shipped,Email,6.9,4.0,  the delivery guy left my package outside in the rain!!  
TIX100912,CUST001776,2025-06-18,Wrong Item Shipped,Email,47.5,4.0,  the delivery guy left my package outside in the rain!!  
TIX100913,CUST004437,2025-05-12,Wrong Item Shipped,Social Media,17.9,4.0,My order ORD124088 still hasn't arrived and it's been over a week.
TIX100914,CUST004403,2025-04-18,Account Access,Live Chat,15.7,,"Great service, just wanted to confirm my order status."
TIX100915,CUST002538,2025-02-15,Refund Status,Email,9.7,5.0,"I can't log into my account, it says my password is invalid."
TIX100916,CUST005550,2025-08-25,Wrong Item Shipped,Phone,10.9,4.0,My order ORD109849 still hasn't arrived and it's been over a week.
TIX100917,CUST003037,2025-01-18,Wrong Item Shipped,Phone,10.8,5.0,"I was charged twice for order ORD102374, please refund the duplicate charge."
TIX100918,CUST003359,2025-10-02,Damaged Item,Live Chat,0.3,4.0,"I can't log into my account, it says my password is invalid."
TIX100919,CUST001659,2025-10-21,Delivery Delay,Live Chat,57.0,5.0,My order ORD124909 still hasn't arrived and it's been over a week.
TIX100920,CUST004558,2025-12-16,Wrong Item Shipped,Phone,22.7,3.0,"The item I received was damaged during shipping, need a replacement."
TIX100921,CUST002236,2025-05-09,Account Access,Phone,14.3,2.0,"I was charged twice for order ORD105179, please refund the duplicate charge."
TIX100922,CUST000264,2026-01-02,Wrong Item Shipped,Email,4.9,,"I was charged twice for order ORD113137, please refund the duplicate charge."
TIX100923,CUST001567,2026-05-13,Refund Status,Phone,0.1,5.0,"I want to return this item, it doesn't fit as expected."
TIX100924,CUST002306,2026-05-31,Damaged Item,Email,5.9,5.0,When will my refund for the returned item be processed?
TIX100925,CUST001635,2024-10-13,Damaged Item,Live Chat,27.4,3.0,"The item I received was damaged during shipping, need a replacement."
TIX100926,CUST002602,2026-05-20,Return Request,Live Chat,63.9,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100927,CUST002824,2026-03-17,Return Request,Phone,25.7,1.0,  the delivery guy left my package outside in the rain!!  
TIX100928,CUST004414,2025-09-06,Wrong Item Shipped,Email,10.2,1.0,Can you tell me the warranty period on this product?
TIX100929,CUST006024,2025-09-19,Delivery Delay,Email,33.9,5.0,My order ORD107086 still hasn't arrived and it's been over a week.
TIX100930,CUST000683,2025-03-29,Return Request,Phone,99.1,3.0,My order ORD120983 still hasn't arrived and it's been over a week.
TIX100931,CUST004301,2024-09-06,Account Access,Social Media,6.6,4.0,"Great service, just wanted to confirm my order status."
TIX100932,CUST000439,2025-05-26,Damaged Item,Email,9.5,4.0,"Great service, just wanted to confirm my order status."
TIX100933,CUST005824,2025-02-26,Refund Status,Live Chat,10.2,4.0,Can you tell me the warranty period on this product?
TIX100934,CUST002248,2025-07-04,Wrong Item Shipped,Social Media,8.7,5.0,My order ORD127236 still hasn't arrived and it's been over a week.
TIX100935,CUST006014,2025-11-23,Account Access,Live Chat,18.6,5.0,"I was charged twice for order ORD111064, please refund the duplicate charge."
TIX100936,CUST000594,2025-05-29,Billing Issue,Phone,37.0,4.0,Can you tell me the warranty period on this product?
TIX100937,CUST000562,2026-05-20,Damaged Item,Live Chat,36.2,4.0,My order ORD109362 still hasn't arrived and it's been over a week.
TIX100938,CUST000223,2025-07-19,Delivery Delay,Live Chat,2.0,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX100939,CUST004804,2025-11-02,Damaged Item,Live Chat,0.5,1.0,  the delivery guy left my package outside in the rain!!  
TIX100940,CUST003545,2026-04-16,Billing Issue,Phone,10.3,1.0,"I was charged twice for order ORD123694, please refund the duplicate charge."
TIX100941,CUST003058,2025-05-03,Delivery Delay,Phone,2.8,4.0,  the delivery guy left my package outside in the rain!!  
TIX100942,CUST001002,2025-12-04,Delivery Delay,Social Media,1.3,3.0,  the delivery guy left my package outside in the rain!!  
TIX100943,CUST000849,2025-05-19,Delivery Delay,Phone,2.1,5.0,"I can't log into my account, it says my password is invalid."
TIX100944,CUST002270,2025-12-08,Account Access,Social Media,18.1,4.0,Can you tell me the warranty period on this product?
TIX100945,CUST000515,2025-08-05,Wrong Item Shipped,Phone,7.8,4.0,  the delivery guy left my package outside in the rain!!  
TIX100946,CUST000061,2025-11-25,Delivery Delay,Phone,18.0,5.0,Can you tell me the warranty period on this product?
TIX100947,CUST003553,2026-04-27,Account Access,Live Chat,0.9,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100948,CUST003614,2024-12-01,Wrong Item Shipped,Social Media,48.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100949,CUST003063,2025-04-19,Product Question,Social Media,61.4,5.0,"I can't log into my account, it says my password is invalid."
TIX100950,CUST000451,2026-04-30,Billing Issue,Live Chat,49.0,2.0,  the delivery guy left my package outside in the rain!!  
TIX100951,CUST000392,2025-08-22,Return Request,Phone,4.9,3.0,"I can't log into my account, it says my password is invalid."
TIX100952,CUST002556,2024-10-05,Wrong Item Shipped,Live Chat,35.4,5.0,When will my refund for the returned item be processed?
TIX100953,CUST003729,2025-05-03,Product Question,Live Chat,8.8,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100954,CUST002148,2024-12-09,Delivery Delay,Live Chat,21.6,5.0,"I was charged twice for order ORD120381, please refund the duplicate charge."
TIX100955,CUST005243,2026-01-01,Refund Status,Phone,3.8,3.0,"I can't log into my account, it says my password is invalid."
TIX100956,CUST005114,2024-10-31,Wrong Item Shipped,Phone,9.8,5.0,My order ORD126308 still hasn't arrived and it's been over a week.
